"vb","value","date"
"TM3",16.5,1963-03-31
"TM4",-1,1963-03-31
"PM1",15.8,1963-03-31
"TM1",13.3,1963-04-30
"TM2",7,1963-04-30
"TM3",19.3,1963-04-30
"TM4",4,1963-04-30
"PM1",28.8,1963-04-30
"TM1",16.8,1963-05-31
"TM2",9.9,1963-05-31
"TM3",23,1963-05-31
"TM4",5.8,1963-05-31
"PM1",43,1963-05-31
"TM1",21.1,1963-06-30
"TM2",13.9,1963-06-30
"TM3",28,1963-06-30
"TM4",8,1963-06-30
"PM1",12.6,1963-06-30
"TM1",26.2,1963-07-31
"TM2",16.9,1963-07-31
"TM3",33.7,1963-07-31
"TM4",12.6,1963-07-31
"PM1",0,1963-07-31
"TM1",25.4,1963-08-31
"TM2",16.7,1963-08-31
"TM3",33.3,1963-08-31
"TM4",13,1963-08-31
"PM1",1,1963-08-31
"TM1",19.4,1963-09-30
"TM2",13.4,1963-09-30
"TM3",26,1963-09-30
"TM4",11.4,1963-09-30
"PM1",75.7,1963-09-30
"TM1",16.6,1963-10-31
"TM2",9.6,1963-10-31
"TM3",24.7,1963-10-31
"TM4",6.8,1963-10-31
"PM1",10.6,1963-10-31
"TM1",11.2,1963-11-30
"TM2",7,1963-11-30
"TM3",16.1,1963-11-30
"TM4",1.4,1963-11-30
"PM1",65.7,1963-11-30
"TM1",7.9,1963-12-31
"TM2",4.8,1963-12-31
"TM3",11.7,1963-12-31
"TM4",-0.6,1963-12-31
"PM1",142.3,1963-12-31
"TM1",6.3,1964-01-31
"TM2",1,1964-01-31
"TM3",13.1,1964-01-31
"TM4",-2.6,1964-01-31
"PM1",10,1964-01-31
"TM1",8.8,1964-02-29
"TM2",4,1964-02-29
"TM3",14.7,1964-02-29
"TM4",-3.6,1964-02-29
"PM1",60.1,1964-02-29
"TM1",10.4,1964-03-31
"TM2",5.9,1964-03-31
"TM3",15.9,1964-03-31
"TM4",1.4,1964-03-31
"PM1",61.5,1964-03-31
"TM1",12.4,1964-04-30
"TM2",6,1964-04-30
"TM3",19.5,1964-04-30
"TM4",0.2,1964-04-30
"PM1",18.4,1964-04-30
"TM1",21.2,1964-05-31
"TM2",12.9,1964-05-31
"TM3",28.7,1964-05-31
"TM4",9.6,1964-05-31
"PM1",15,1964-05-31
"TM1",22.5,1964-06-30
"TM2",14.9,1964-06-30
"TM3",29.3,1964-06-30
"TM4",10,1964-06-30
"PM1",8.7,1964-06-30
"TM1",26.4,1964-07-31
"TM2",17.1,1964-07-31
"TM3",33.7,1964-07-31
"TM4",13,1964-07-31
"PM1",0,1964-07-31
"TM1",25.1,1964-08-31
"TM2",16.7,1964-08-31
"TM3",32.8,1964-08-31
"TM4",13,1964-08-31
"PM1",0.1,1964-08-31
"TM1",25.1,1964-09-30
"TM2",17.9,1964-09-30
"TM3",32.8,1964-09-30
"TM4",13.4,1964-09-30
"PM1",0.2,1964-09-30
"TM1",14.8,1964-10-31
"TM2",8.1,1964-10-31
"TM3",22.1,1964-10-31
"TM4",1,1964-10-31
"PM1",5.8,1964-10-31
"TM1",9.9,1964-11-30
"TM2",4,1964-11-30
"TM3",17.8,1964-11-30
"TM4",-0.4,1964-11-30
"PM1",48.1,1964-11-30
"TM1",5.9,1964-12-31
"TM2",0.9,1964-12-31
"TM3",11.3,1964-12-31
"TM4",-3,1964-12-31
"PM1",50.2,1964-12-31
"TM1",6.5,1965-01-31
"TM2",1.7,1965-01-31
"TM3",11.9,1965-01-31
"TM4",-2.8,1965-01-31
"PM1",40.5,1965-01-31
"TM1",6.6,1965-02-28
"TM2",1.2,1965-02-28
"TM3",12.8,1965-02-28
"TM4",-3.6,1965-02-28
"PM1",25.7,1965-02-28
"TM1",11.2,1965-03-31
"TM2",5.2,1965-03-31
"TM3",17.7,1965-03-31
"TM4",-2.4,1965-03-31
"PM1",34.4,1965-03-31
"TM1",13.9,1965-04-30
"TM2",6.7,1965-04-30
"TM3",20.5,1965-04-30
"TM4",2.8,1965-04-30
"PM1",15.3,1965-04-30
"TM1",20.2,1965-05-31
"TM2",11.1,1965-05-31
"TM3",27.1,1965-05-31
"TM4",8.5,1965-05-31
"PM1",2.8,1965-05-31
"TM1",24.8,1965-06-30
"TM2",16,1965-06-30
"TM3",32,1965-06-30
"TM4",10.2,1965-06-30
"PM1",19,1965-06-30
"TM1",25.5,1965-07-31
"TM2",15.2,1965-07-31
"TM3",33,1965-07-31
"TM4",12,1965-07-31
"PM1",0,1965-07-31
"TM1",25.6,1965-08-31
"TM2",15.9,1965-08-31
"TM3",33.7,1965-08-31
"TM4",11.4,1965-08-31
"PM1",0.1,1965-08-31
"TM1",18.5,1965-09-30
"TM2",11,1965-09-30
"TM3",25.5,1965-09-30
"TM4",7.8,1965-09-30
"PM1",39.5,1965-09-30
"TM1",15.5,1965-10-31
"TM2",10.6,1965-10-31
"TM3",21.4,1965-10-31
"TM4",7,1965-10-31
"PM1",63.3,1965-10-31
"TM1",10.4,1965-11-30
"TM2",6.3,1965-11-30
"TM3",15.2,1965-11-30
"TM4",-2,1965-11-30
"PM1",83.2,1965-11-30
"TM1",7.8,1965-12-31
"TM2",3.3,1965-12-31
"TM3",13,1965-12-31
"TM4",-1.6,1965-12-31
"PM1",21.3,1965-12-31
"TM1",9,1966-01-31
"TM2",4.4,1966-01-31
"TM3",14,1966-01-31
"TM4",-0.2,1966-01-31
"PM1",68.7,1966-01-31
"TM1",10.3,1966-02-28
"TM2",4.8,1966-02-28
"TM3",16.1,1966-02-28
"TM4",0,1966-02-28
"PM1",65.6,1966-02-28
"TM1",10,1966-03-31
"TM2",1.9,1966-03-31
"TM3",17.9,1966-03-31
"TM4",-1,1966-03-31
"PM1",1.1,1966-03-31
"TM1",13.5,1966-04-30
"TM2",7.1,1966-04-30
"TM3",19.4,1966-04-30
"TM4",3.6,1966-04-30
"PM1",50,1966-04-30
"TM1",18.6,1966-05-31
"TM2",10.6,1966-05-31
"TM3",25.5,1966-05-31
"TM4",4.2,1966-05-31
"PM1",30.7,1966-05-31
"TM1",21.9,1966-06-30
"TM2",13.9,1966-06-30
"TM3",28.7,1966-06-30
"TM4",7,1966-06-30
"PM1",6.3,1966-06-30
"TM1",25.8,1966-07-31
"TM2",16.6,1966-07-31
"TM3",33.4,1966-07-31
"TM4",13,1966-07-31
"PM1",0.9,1966-07-31
"TM1",26.2,1966-08-31
"TM2",17.2,1966-08-31
"TM3",33.9,1966-08-31
"TM4",11,1966-08-31
"PM1",0.6,1966-08-31
"TM1",21.9,1966-09-30
"TM2",15,1966-09-30
"TM3",29.2,1966-09-30
"TM4",10.2,1966-09-30
"PM1",20.5,1966-09-30
"TM1",13.7,1966-10-31
"TM2",8.9,1966-10-31
"TM3",19.1,1966-10-31
"TM4",0,1966-10-31
"PM1",78.3,1966-10-31
"TM1",7.4,1966-11-30
"TM2",2,1966-11-30
"TM3",13.4,1966-11-30
"TM4",-2.6,1966-11-30
"PM1",7.7,1966-11-30
"TM1",6.1,1966-12-31
"TM2",0.2,1966-12-31
"TM3",13.5,1966-12-31
"TM4",-3.6,1966-12-31
"PM1",2.3,1966-12-31
"TM1",6.4,1967-01-31
"TM2",0.7,1967-01-31
"TM3",13.1,1967-01-31
"TM4",-4.8,1967-01-31
"PM1",19.1,1967-01-31
"TM1",7.9,1967-02-28
"TM2",2.4,1967-02-28
"TM3",14.3,1967-02-28
"TM4",-1.6,1967-02-28
"PM1",48.8,1967-02-28
"TM1",12.1,1967-03-31
"TM2",5.4,1967-03-31
"TM3",19,1967-03-31
"TM4",-0.4,1967-03-31
"PM1",24,1967-03-31
"TM1",12,1967-04-30
"TM2",5.6,1967-04-30
"TM3",18,1967-04-30
"TM4",0.6,1967-04-30
"PM1",24.8,1967-04-30
"TM1",16.5,1967-05-31
"TM2",9.7,1967-05-31
"TM3",22.9,1967-05-31
"TM4",6.4,1967-05-31
"PM1",26.5,1967-05-31
"TM1",20,1967-06-30
"TM2",12.8,1967-06-30
"TM3",26.5,1967-06-30
"TM4",9,1967-06-30
"PM1",125.6,1967-06-30
"TM1",27.1,1967-07-31
"TM2",17.3,1967-07-31
"TM3",34.9,1967-07-31
"TM4",13,1967-07-31
"PM1",10,1967-07-31
"TM1",26.1,1967-08-31
"TM2",17.2,1967-08-31
"TM3",34,1967-08-31
"TM4",13.4,1967-08-31
"PM1",0,1967-08-31
"TM1",21.1,1967-09-30
"TM2",13.4,1967-09-30
"TM3",28.8,1967-09-30
"TM4",10,1967-09-30
"PM1",12.2,1967-09-30
"TM1",17.3,1967-10-31
"TM2",11.1,1967-10-31
"TM3",24.1,1967-10-31
"TM4",3.6,1967-10-31
"PM1",26.3,1967-10-31
"TM1",10.6,1967-11-30
"TM2",6.3,1967-11-30
"TM3",16,1967-11-30
"TM4",2.8,1967-11-30
"PM1",63.2,1967-11-30
"TM1",4.4,1967-12-31
"TM2",-0.1,1967-12-31
"TM3",10.1,1967-12-31
"TM4",-7.2,1967-12-31
"PM1",11.7,1967-12-31
"TM1",6,1968-01-31
"TM2",-0.4,1968-01-31
"TM3",13.8,1968-01-31
"TM4",-4,1968-01-31
"PM1",5.6,1968-01-31
"TM1",8.1,1968-02-29
"TM2",4.1,1968-02-29
"TM3",12.1,1968-02-29
"TM4",-3,1968-02-29
"PM1",108,1968-02-29
"TM1",10.2,1968-03-31
"TM2",4.6,1968-03-31
"TM3",15.8,1968-03-31
"TM4",-1.2,1968-03-31
"PM1",44,1968-03-31
"TM1",12.9,1968-04-30
"TM2",7.5,1968-04-30
"TM3",18.3,1968-04-30
"TM4",-0.2,1968-04-30
"PM1",37.5,1968-04-30
"TM1",16.8,1968-05-31
"TM2",8.8,1968-05-31
"TM3",23.4,1968-05-31
"TM4",2.4,1968-05-31
"PM1",8.2,1968-05-31
"TM1",22.2,1968-06-30
"TM2",14.2,1968-06-30
"TM3",29.2,1968-06-30
"TM4",11,1968-06-30
"PM1",29,1968-06-30
"TM1",26.6,1968-07-31
"TM2",17.4,1968-07-31
"TM3",34.6,1968-07-31
"TM4",12.6,1968-07-31
"PM1",0,1968-07-31
"TM1",24.5,1968-08-31
"TM2",16.1,1968-08-31
"TM3",32.3,1968-08-31
"TM4",12.4,1968-08-31
"PM1",4.1,1968-08-31
"TM1",21,1968-09-30
"TM2",13.3,1968-09-30
"TM3",28.5,1968-09-30
"TM4",6.6,1968-09-30
"PM1",3.2,1968-09-30
"TM1",18,1968-10-31
"TM2",10.9,1968-10-31
"TM3",26.2,1968-10-31
"TM4",6.4,1968-10-31
"PM1",4.6,1968-10-31
"TM1",10.7,1968-11-30
"TM2",6.5,1968-11-30
"TM3",16.4,1968-11-30
"TM4",2.6,1968-11-30
"PM1",68.6,1968-11-30
"TM1",7.1,1968-12-31
"TM2",3.4,1968-12-31
"TM3",11.7,1968-12-31
"TM4",-1.2,1968-12-31
"PM1",65.4,1968-12-31
"TM1",8,1969-01-31
"TM2",3.8,1969-01-31
"TM3",13.5,1969-01-31
"TM4",-1.8,1969-01-31
"PM1",65.8,1969-01-31
"TM1",7.5,1969-02-28
"TM2",3,1969-02-28
"TM3",11.8,1969-02-28
"TM4",-2,1969-02-28
"PM1",68.4,1969-02-28
"TM1",10.2,1969-03-31
"TM2",5.9,1969-03-31
"TM3",15.1,1969-03-31
"TM4",-1.6,1969-03-31
"PM1",64.6,1969-03-31
"TM1",12.4,1969-04-30
"TM2",6.3,1969-04-30
"TM3",18.2,1969-04-30
"TM4",1.4,1969-04-30
"PM1",37,1969-04-30
"TM1",16.3,1969-05-31
"TM2",9.9,1969-05-31
"TM3",21.9,1969-05-31
"TM4",4.6,1969-05-31
"PM1",50.5,1969-05-31
"TM1",20.4,1969-06-30
"TM2",12.8,1969-06-30
"TM3",27.1,1969-06-30
"TM4",8.6,1969-06-30
"PM1",17.1,1969-06-30
"TM1",25.5,1969-07-31
"TM2",16.6,1969-07-31
"TM3",33.3,1969-07-31
"TM4",13,1969-07-31
"PM1",0.2,1969-07-31
"TM1",24.8,1969-08-31
"TM2",16.5,1969-08-31
"TM3",32.8,1969-08-31
"TM4",13.4,1969-08-31
"PM1",0.3,1969-08-31
"TM1",17.6,1969-09-30
"TM2",11.7,1969-09-30
"TM3",24,1969-09-30
"TM4",7,1969-09-30
"PM1",42.4,1969-09-30
"TM1",14.7,1969-10-31
"TM2",10.1,1969-10-31
"TM3",20.7,1969-10-31
"TM4",4.4,1969-10-31
"PM1",53.2,1969-10-31
"TM1",10.2,1969-11-30
"TM2",5.9,1969-11-30
"TM3",15.3,1969-11-30
"TM4",0,1969-11-30
"PM1",54.7,1969-11-30
"TM1",5.4,1969-12-31
"TM2",1.1,1969-12-31
"TM3",10.4,1969-12-31
"TM4",-3,1969-12-31
"PM1",42.6,1969-12-31
"TM1",8.5,1970-01-31
"TM2",5.1,1970-01-31
"TM3",12.7,1970-01-31
"TM4",-0.2,1970-01-31
"PM1",133,1970-01-31
"TM1",7.8,1970-02-28
"TM2",1.7,1970-02-28
"TM3",14.7,1970-02-28
"TM4",-2.6,1970-02-28
"PM1",5.8,1970-02-28
"TM1",9.1,1970-03-31
"TM2",3.6,1970-03-31
"TM3",15.1,1970-03-31
"TM4",-2,1970-03-31
"PM1",56.3,1970-03-31
"TM1",13.1,1970-04-30
"TM2",6.5,1970-04-30
"TM3",19.7,1970-04-30
"TM4",2.4,1970-04-30
"PM1",33.7,1970-04-30
"TM1",16.5,1970-05-31
"TM2",8.7,1970-05-31
"TM3",23.5,1970-05-31
"TM4",2.8,1970-05-31
"PM1",14,1970-05-31
"TM1",20.5,1970-06-30
"TM2",13.3,1970-06-30
"TM3",27.2,1970-06-30
"TM4",10.6,1970-06-30
"PM1",22.4,1970-06-30
"TM1",26.6,1970-07-31
"TM2",17.3,1970-07-31
"TM3",34.5,1970-07-31
"TM4",14.6,1970-07-31
"PM1",0,1970-07-31
"TM1",24.9,1970-08-31
"TM2",15.9,1970-08-31
"TM3",33,1970-08-31
"TM4",12.4,1970-08-31
"PM1",1.3,1970-08-31
"TM1",22.7,1970-09-30
"TM2",14.6,1970-09-30
"TM3",31.1,1970-09-30
"TM4",9.4,1970-09-30
"PM1",0.1,1970-09-30
"TM1",14.5,1970-10-31
"TM2",8.1,1970-10-31
"TM3",21.6,1970-10-31
"TM4",-0.2,1970-10-31
"PM1",16.9,1970-10-31
"TM1",12.3,1970-11-30
"TM2",6.3,1970-11-30
"TM3",19.2,1970-11-30
"TM4",2,1970-11-30
"PM1",22.2,1970-11-30
"TM1",4.2,1970-12-31
"TM2",-1.2,1970-12-31
"TM3",10.9,1970-12-31
"TM4",-8.6,1970-12-31
"PM1",50.8,1970-12-31
"TM1",6,1971-01-31
"TM2",1.5,1971-01-31
"TM3",10.5,1971-01-31
"TM4",-12.4,1971-01-31
"PM1",75.4,1971-01-31
"TM1",7.9,1971-02-28
"TM2",1.8,1971-02-28
"TM3",14.6,1971-02-28
"TM4",-1,1971-02-28
"PM1",9.1,1971-02-28
"TM1",7.4,1971-03-31
"TM2",2.1,1971-03-31
"TM3",12.7,1971-03-31
"TM4",-6.4,1971-03-31
"PM1",83,1971-03-31
"TM1",11.4,1971-04-30
"TM2",6.6,1971-04-30
"TM3",16.3,1971-04-30
"TM4",3.4,1971-04-30
"PM1",97.3,1971-04-30
"TM1",13.5,1971-05-31
"TM2",9.1,1971-05-31
"TM3",17.9,1971-05-31
"TM4",5.4,1971-05-31
"PM1",71.8,1971-05-31
"TM1",19.2,1971-06-30
"TM2",11.6,1971-06-30
"TM3",25.7,1971-06-30
"TM4",6.4,1971-06-30
"PM1",7,1971-06-30
"TM1",24.5,1971-07-31
"TM2",16.3,1971-07-31
"TM3",32.1,1971-07-31
"TM4",12.6,1971-07-31
"PM1",0.2,1971-07-31
"TM1",24.8,1971-08-31
"TM2",16.4,1971-08-31
"TM3",33.2,1971-08-31
"TM4",12.4,1971-08-31
"PM1",0.2,1971-08-31
"TM1",21.1,1971-09-30
"TM2",13.8,1971-09-30
"TM3",28.7,1971-09-30
"TM4",10.4,1971-09-30
"PM1",23.3,1971-09-30
"TM1",17.2,1971-10-31
"TM2",10.4,1971-10-31
"TM3",25.1,1971-10-31
"TM4",6.8,1971-10-31
"PM1",0.1,1971-10-31
"TM1",6.8,1971-11-30
"TM2",1.7,1971-11-30
"TM3",12.5,1971-11-30
"TM4",-3.4,1971-11-30
"PM1",32.4,1971-11-30
"TM1",6.5,1971-12-31
"TM2",1.9,1971-12-31
"TM3",11.7,1971-12-31
"TM4",-1.4,1971-12-31
"PM1",40.7,1971-12-31
"TM1",5.3,1972-01-31
"TM2",0.7,1972-01-31
"TM3",9.9,1972-01-31
"TM4",-3,1972-01-31
"PM1",85.9,1972-01-31
"TM1",7.4,1972-02-29
"TM2",3.3,1972-02-29
"TM3",11.4,1972-02-29
"TM4",-1.2,1972-02-29
"PM1",55.9,1972-02-29
"TM1",9,1972-03-31
"TM2",4.9,1972-03-31
"TM3",13.6,1972-03-31
"TM4",0.4,1972-03-31
"PM1",83.6,1972-03-31
"TM1",12.8,1972-04-30
"TM2",5.7,1972-04-30
"TM3",19.2,1972-04-30
"TM4",0.4,1972-04-30
"PM1",10.3,1972-04-30
"TM1",15.2,1972-05-31
"TM2",8.2,1972-05-31
"TM3",21.3,1972-05-31
"TM4",2.8,1972-05-31
"PM1",29.4,1972-05-31
"TM1",20.4,1972-06-30
"TM2",12.4,1972-06-30
"TM3",27.4,1972-06-30
"TM4",5.6,1972-06-30
"PM1",14.3,1972-06-30
"TM1",24.7,1972-07-31
"TM2",15.8,1972-07-31
"TM3",32.4,1972-07-31
"TM4",13.4,1972-07-31
"PM1",1.2,1972-07-31
"TM1",23.8,1972-08-31
"TM2",15.9,1972-08-31
"TM3",31.4,1972-08-31
"TM4",12.6,1972-08-31
"PM1",1.8,1972-08-31
"TM1",18,1972-09-30
"TM2",11.8,1972-09-30
"TM3",24,1972-09-30
"TM4",1.2,1972-09-30
"PM1",49.9,1972-09-30
"TM1",14,1972-10-31
"TM2",9.3,1972-10-31
"TM3",19.4,1972-10-31
"TM4",3.2,1972-10-31
"PM1",112.6,1972-10-31
"TM1",10.6,1972-11-30
"TM2",6,1972-11-30
"TM3",16.2,1972-11-30
"TM4",3,1972-11-30
"PM1",30,1972-11-30
"TM1",6.7,1972-12-31
"TM2",1.5,1972-12-31
"TM3",12,1972-12-31
"TM4",-1.8,1972-12-31
"PM1",32,1972-12-31
"TM1",6.3,1973-01-31
"TM2",0.8,1973-01-31
"TM3",11.8,1973-01-31
"TM4",-2.6,1973-01-31
"PM1",41,1973-01-31
"TM1",6.2,1973-02-28
"TM2",0.7,1973-02-28
"TM3",11.7,1973-02-28
"TM4",-3.4,1973-02-28
"PM1",28.2,1973-02-28
"TM1",9,1973-03-31
"TM2",2.9,1973-03-31
"TM3",15.1,1973-03-31
"TM4",-0.6,1973-03-31
"PM1",65.3,1973-03-31
"TM1",12.5,1973-04-30
"TM2",5.1,1973-04-30
"TM3",19.9,1973-04-30
"TM4",-1.4,1973-04-30
"PM1",16.4,1973-04-30
"TM1",17.4,1973-05-31
"TM2",10.3,1973-05-31
"TM3",24.5,1973-05-31
"TM4",3.6,1973-05-31
"PM1",49.7,1973-05-31
"TM1",21,1973-06-30
"TM2",13.3,1973-06-30
"TM3",28.1,1973-06-30
"TM4",8.4,1973-06-30
"PM1",51.8,1973-06-30
"TM1",25,1973-07-31
"TM2",16.2,1973-07-31
"TM3",32.8,1973-07-31
"TM4",11.6,1973-07-31
"PM1",0,1973-07-31
"TM1",26.4,1973-08-31
"TM2",17.3,1973-08-31
"TM3",35.1,1973-08-31
"TM4",13.2,1973-08-31
"PM1",2.1,1973-08-31
"TM1",21.8,1973-09-30
"TM2",13.4,1973-09-30
"TM3",29.9,1973-09-30
"TM4",6.4,1973-09-30
"PM1",0,1973-09-30
"TM1",14.6,1973-10-31
"TM2",8.9,1973-10-31
"TM3",21.1,1973-10-31
"TM4",2.5,1973-10-31
"PM1",41.7,1973-10-31
"TM1",10.9,1973-11-30
"TM2",5.9,1973-11-30
"TM3",17.4,1973-11-30
"TM4",1.4,1973-11-30
"PM1",21.5,1973-11-30
"TM1",5.8,1973-12-31
"TM2",0.9,1973-12-31
"TM3",11,1973-12-31
"TM4",-4.8,1973-12-31
"PM1",64.7,1973-12-31
"TM1",7.9,1974-01-31
"TM2",2.8,1974-01-31
"TM3",13,1974-01-31
"TM4",-1.6,1974-01-31
"PM1",16.3,1974-01-31
"TM1",6.8,1974-02-28
"TM2",1.9,1974-02-28
"TM3",11.5,1974-02-28
"TM4",-1.6,1974-02-28
"PM1",52.5,1974-02-28
"TM1",8.9,1974-03-31
"TM2",3.1,1974-03-31
"TM3",14.6,1974-03-31
"TM4",-2.4,1974-03-31
"PM1",22.4,1974-03-31
"TM1",10,1974-04-30
"TM2",5.4,1974-04-30
"TM3",15,1974-04-30
"TM4",1,1974-04-30
"PM1",68.1,1974-04-30
"TM1",17.8,1974-05-31
"TM2",10.1,1974-05-31
"TM3",24.9,1974-05-31
"TM4",4.4,1974-05-31
"PM1",5.8,1974-05-31
"TM1",20.8,1974-06-30
"TM2",13.5,1974-06-30
"TM3",27.9,1974-06-30
"TM4",9,1974-06-30
"PM1",26.2,1974-06-30
"TM1",26.4,1974-07-31
"TM2",16.4,1974-07-31
"TM3",33.9,1974-07-31
"TM4",12.6,1974-07-31
"PM1",0,1974-07-31
"TM1",25,1974-08-31
"TM2",15.7,1974-08-31
"TM3",33.6,1974-08-31
"TM4",8.5,1974-08-31
"PM1",0,1974-08-31
"TM1",20.8,1974-09-30
"TM2",12.3,1974-09-30
"TM3",28.8,1974-09-30
"TM4",5.6,1974-09-30
"PM1",0.4,1974-09-30
"TM1",13.1,1974-10-31
"TM2",6.6,1974-10-31
"TM3",19.7,1974-10-31
"TM4",0,1974-10-31
"PM1",32.9,1974-10-31
"TM1",10.2,1974-11-30
"TM2",3.9,1974-11-30
"TM3",17,1974-11-30
"TM4",-1,1974-11-30
"PM1",16.6,1974-11-30
"TM1",7.4,1974-12-31
"TM2",0.4,1974-12-31
"TM3",15.2,1974-12-31
"TM4",-2.8,1974-12-31
"PM1",1,1974-12-31
"TM1",6.9,1975-01-31
"TM2",1.1,1975-01-31
"TM3",13.5,1975-01-31
"TM4",-3.6,1975-01-31
"PM1",10.2,1975-01-31
"TM1",8.8,1975-02-28
"TM2",3.7,1975-02-28
"TM3",14.2,1975-02-28
"TM4",0.6,1975-02-28
"PM1",42.6,1975-02-28
"TM1",8.4,1975-03-31
"TM2",3.6,1975-03-31
"TM3",13.4,1975-03-31
"TM4",0,1975-03-31
"PM1",85.7,1975-03-31
"TM1",12.2,1975-04-30
"TM2",6.2,1975-04-30
"TM3",18.1,1975-04-30
"TM4",0.4,1975-04-30
"PM1",46.9,1975-04-30
"TM1",14.1,1975-05-31
"TM2",8.4,1975-05-31
"TM3",20,1975-05-31
"TM4",4,1975-05-31
"PM1",60.7,1975-05-31
"TM1",20.2,1975-06-30
"TM2",12.5,1975-06-30
"TM3",26.7,1975-06-30
"TM4",7.4,1975-06-30
"PM1",22.2,1975-06-30
"TM1",27.1,1975-07-31
"TM2",16.9,1975-07-31
"TM3",35.7,1975-07-31
"TM4",13,1975-07-31
"PM1",0,1975-07-31
"TM1",25.5,1975-08-31
"TM2",17.4,1975-08-31
"TM3",33.3,1975-08-31
"TM4",13,1975-08-31
"PM1",0.3,1975-08-31
"TM1",19.1,1975-09-30
"TM2",12.2,1975-09-30
"TM3",27.1,1975-09-30
"TM4",6,1975-09-30
"PM1",2.2,1975-09-30
"TM1",16.2,1975-10-31
"TM2",8.8,1975-10-31
"TM3",24.3,1975-10-31
"TM4",2,1975-10-31
"PM1",2,1975-10-31
"TM1",9.3,1975-11-30
"TM2",3.4,1975-11-30
"TM3",15.9,1975-11-30
"TM4",-1.8,1975-11-30
"PM1",17.9,1975-11-30
"TM1",5.9,1975-12-31
"TM2",2,1975-12-31
"TM3",11.5,1975-12-31
"TM4",-2,1975-12-31
"PM1",47,1975-12-31
"TM1",4.6,1976-01-31
"TM2",-0.9,1976-01-31
"TM3",12.8,1976-01-31
"TM4",-5.4,1976-01-31
"PM1",38.4,1976-01-31
"TM1",8.2,1976-02-29
"TM2",3.6,1976-02-29
"TM3",12.9,1976-02-29
"TM4",0,1976-02-29
"PM1",33.6,1976-02-29
"TM1",9.4,1976-03-31
"TM2",3.3,1976-03-31
"TM3",15.5,1976-03-31
"TM4",0.2,1976-03-31
"PM1",39,1976-03-31
"TM1",10,1976-04-30
"TM2",5.5,1976-04-30
"TM3",15.3,1976-04-30
"TM4",3,1976-04-30
"PM1",97.4,1976-04-30
"TM1",16.5,1976-05-31
"TM2",10.5,1976-05-31
"TM3",23.1,1976-05-31
"TM4",5,1976-05-31
"PM1",21.7,1976-05-31
"TM1",21.7,1976-06-30
"TM2",14.1,1976-06-30
"TM3",29.4,1976-06-30
"TM4",10.2,1976-06-30
"PM1",9.3,1976-06-30
"TM1",24.7,1976-07-31
"TM2",17.3,1976-07-31
"TM3",32.1,1976-07-31
"TM4",14,1976-07-31
"PM1",4.4,1976-07-31
"TM1",24.1,1976-08-31
"TM2",16.7,1976-08-31
"TM3",32.4,1976-08-31
"TM4",13.4,1976-08-31
"PM1",2.1,1976-08-31
"TM1",19.2,1976-09-30
"TM2",12.7,1976-09-30
"TM3",26.1,1976-09-30
"TM4",7.8,1976-09-30
"PM1",13.9,1976-09-30
"TM1",12.9,1976-10-31
"TM2",7.9,1976-10-31
"TM3",17.9,1976-10-31
"TM4",2,1976-10-31
"PM1",88.5,1976-10-31
"TM1",7.7,1976-11-30
"TM2",2.2,1976-11-30
"TM3",13.4,1976-11-30
"TM4",-3,1976-11-30
"PM1",18.8,1976-11-30
"TM1",8,1976-12-31
"TM2",4.2,1976-12-31
"TM3",12.3,1976-12-31
"TM4",-6,1976-12-31
"PM1",134.3,1976-12-31
"TM1",7.6,1977-01-31
"TM2",4.3,1977-01-31
"TM3",11.6,1977-01-31
"TM4",-1,1977-01-31
"PM1",83.6,1977-01-31
"TM1",8.8,1977-02-28
"TM2",4.3,1977-02-28
"TM3",13.3,1977-02-28
"TM4",-1,1977-02-28
"PM1",43.6,1977-02-28
"TM1",11.2,1977-03-31
"TM2",4.6,1977-03-31
"TM3",18.2,1977-03-31
"TM4",-1.6,1977-03-31
"PM1",15.3,1977-03-31
"TM1",14.6,1977-04-30
"TM2",6.7,1977-04-30
"TM3",22.2,1977-04-30
"TM4",1.4,1977-04-30
"PM1",3.2,1977-04-30
"TM1",15.7,1977-05-31
"TM2",8.5,1977-05-31
"TM3",22.1,1977-05-31
"TM4",3,1977-05-31
"PM1",7.7,1977-05-31
"TM1",19.1,1977-06-30
"TM2",11.3,1977-06-30
"TM3",26.2,1977-06-30
"TM4",6.4,1977-06-30
"PM1",9.1,1977-06-30
"TM1",22.1,1977-07-31
"TM2",15,1977-07-31
"TM3",29.2,1977-07-31
"TM4",11.6,1977-07-31
"PM1",5.5,1977-07-31
"TM1",21.9,1977-08-31
"TM2",14,1977-08-31
"TM3",29.3,1977-08-31
"TM4",8.2,1977-08-31
"PM1",4.8,1977-08-31
"TM1",20.6,1977-09-30
"TM2",13.4,1977-09-30
"TM3",28.2,1977-09-30
"TM4",9.8,1977-09-30
"PM1",15.3,1977-09-30
"TM1",15.6,1977-10-31
"TM2",10.4,1977-10-31
"TM3",21.3,1977-10-31
"TM4",7,1977-10-31
"PM1",51.6,1977-10-31
"TM1",10,1977-11-30
"TM2",4.7,1977-11-30
"TM3",15.9,1977-11-30
"TM4",-2.6,1977-11-30
"PM1",37.1,1977-11-30
"TM1",9.7,1977-12-31
"TM2",5.3,1977-12-31
"TM3",14.7,1977-12-31
"TM4",1.8,1977-12-31
"PM1",75.9,1977-12-31
